document_title,doi,document_link,authors,publication_year,document_type,abstract,database,open_access,reviewer_1,reviewer_2,keep,why_not_keep
"identifying the content, lesson structure, and data use within pre-collegiate data science curricula",10.1007/s10956-021-09932-1,https://doi.org/10.1007/s10956-021-09932-1,"Lee V.R., Delaney V.",2022,Article,"As data become more available and integrated into daily life, there has been growing interest in developing data science curricula for youth in conjunction with scientific practices and classroom technologies. However, the what and how of data science in pre-collegiate education have not yet reached consensus. This paper analyzes two prominent self-identified data science curricula, Introduction to Data Science (Gould et al. 2018) and Bootstrap: Data Science (Krishnamurthi et al. 2020), in order to ascertain what is thus far being presented to schools as data science. We highlight overlapping content and practices by the curricula while noting some key differences between the curricula and with professional practice. Moreover, we examine how lessons are structured and what kinds of data sets are used as well as introduce a measure of data set proximity. We conclude with some recommended areas for further coverage or elaboration in future iterations and future curricular efforts.",Scopus,NA,3,2,TRUE,NA
a study of basic education of data science using robot learning material in junior high school technology education [中学校技術科におけるロボット教材を用いたデータサイエンスの基礎的素養教育の一考察],10.1541/ieejeiss.142.291,https://doi.org/10.1541/ieejeiss.142.291,"Susawa Y., Murai K., Kawada K.",2022,Article,"In Japan, the 5th Science and Technology Basic Plan proposed Society 5.0 as the new vision of society. However, according to future estimates of IT human resources, there will be a shortage of about 590,000 people by 2030. Given this situation, it is necessary to develop human resources who can solve problems and create value with a basic background in mathematics and data science. It is also necessary to provide data science education throughout elementary school, junior high school, and high school, and to provide it regardless of humanities or science. In this paper, we developed, practiced, and verified the effectiveness of education for designing programs using modeling based on the concept of data science in junior high school technology education.",Scopus,NA,1,2,FALSE,high school
data science education programmes in middle eastern institutions: a survey study,10.1177/03400352221113362,https://doi.org/10.1177/03400352221113362,Zakaria M.S.,2022,Article,"In response to the current trends in dealing with data in academia, various research institutions and commercial entities around the world are building new programmes to fill the gaps in workforce demand in specific disciplines, including data curation, big data, data management, data science and data analytics. Thus, the aim of the present study was to reveal the reality of data science education in the Middle East and to determine the opportunities and challenges for teaching data science in the region. Thirteen countries in the Middle East were offering 48 data science programmes at the time of the study. The results reveal that these data science programmes significantly use the words ‘data’ and ‘analytics’ in their names. With regard to the academic affiliations of the data science programmes, the study found that they are offered in a variety of schools, especially computer science, information technology and business. Moreover, the study found that computer science is the dominant trend in the programmes. Data science programmes have a significant overlap with other programmes, especially statistics and computer science, because of the interdisciplinary nature of this field. Data science schools in the Middle East differ in terms of their programme titles, programme descriptions, course catalogues, curriculum structures and course objectives. Broadly, this study may be useful for those who are seeking to establish a data science programme or to strengthen data science curricula at both the undergraduate and postgraduate levels.",Scopus,NA,2,4,TRUE,NA
machine learning for non-major data science students: a white box approach,10.52041/serj.v21i2.45,https://doi.org/10.52041/serj.v21i2.45,"Mike K., Hazzan O.",2022,Article,"Data science is a new field of research that has attracted growing interest in recent years as it focuses on turning raw data into understanding, insight, knowledge, and value. New data science education programs, which are being launched at an increasing rate, are designed for multiple education levels and populations. Machine learning (ML) is an essential element of data science that requires an extensive background in mathematics. Whereas it is possible to teach the principles of ML only as a black box, novice learners might find it difficult to improve an algorithm’s performance without a white box understanding of the underlying ML algorithms. In this paper, we suggest a pedagogical method, based on hands-on pen-and-paper tasks, to support white box understanding of ML algorithms for learners who lack the level of mathematics knowledge required for this purpose. Data were collected using a comprehension questionnaire and analyzed according to the process-object theory borrowed from mathematics education research. We present evidence of the effectiveness of this method based on data collected in an introduction-level data science course for graduate psychology students. This population had extensive psychology domain knowledge, as well as an established background in statistics, but had gaps in mathematical and computer science knowledge compared with data science majors. The research contribution is both practical and theoretical. Practically, we present a learning module that supports non-major data science students’ white box understanding of ML. Theoretically, we propose a data analysis method to evaluate students’ conceptions of ML algorithms.",Scopus,"All Open Access, Bronze",2,5,FALSE,graduate
editorial: research on data science education special issue of the statistics education research journal,10.52041/serj.v21i2.606,https://doi.org/10.52041/serj.v21i2.606,"Biehler R., De Veaux R., Engel J., Kazak S., Frischemeier D.",2022,Editorial,A very warm welcome to this Special Issue of the Statistics Education Research Journal (SERJ) on data science education. Our hope is to give an overview of selected theoretical thoughts and empirical studies on data science education from a statistics education research perspective. Data science education is rapidly developing but research into data science education is still in its infancy. The current issue presents a snapshot of this developing field.,Scopus,"All Open Access, Bronze",2,3,FALSE,introduction to a journal's special issue
teaching statistics and data analysis with r,10.1080/26939169.2022.2089410,https://doi.org/10.1080/26939169.2022.2089410,"Tucker M.C., Shaw S.T., Son J.Y., Stigler J.W.",2022,Article,"We developed an interactive online textbook that interleaves R programming activities with text as a way to facilitate students’ understanding of statistical ideas while minimizing the cognitive and emotional burden of learning programming. In this exploratory study, we characterize the attitudes and experiences of 672 undergraduate students as they used our online textbook as part of a 10-week introductory course in statistics. Students expressed negative attitudes and concerns related to R at the beginning of the course, but most developed more positive attitudes after engaging with course materials, regardless of demographic characteristics or prior programming experience. Analysis of a subgroup of students revealed that change in attitudes toward R may be linked to students’ patterns of engagement over time and students’ perceptions of the learning environment.",Scopus,"All Open Access, Gold",2,1,TRUE,NA
"what to teach, how to teach, and when to teach: musings on data science education",10.1080/26939169.2022.2097563,https://doi.org/10.1080/26939169.2022.2097563,Horton N.J.,2022,Editorial,NULL,Scopus,"All Open Access, Gold",5,2,FALSE,note from journal's editor
the power of data science ontogeny: thick data studies on the indian it skill tutoring microcosm,10.1007/978-3-030-96180-0_4,https://doi.org/10.1007/978-3-030-96180-0_4,"Rangaswamy N., Narasimhan H.",2022,Book Chapter,"New employment demands of a burgeoning Indian software service industry are spawning neo-educational structures, especially in the domain of data sciences through vibrant market mechanisms offering a scalable and industry-focused learning system. Since the 1990s, Indian software firms have developed expertise in carrying out outsourced back-office tasks and mid-level IT services like data entry, managing call centres, and performing software quality testing for foreign companies taking advantage of a technically trained local workforce. The trend of automating manual work practices in the IT industry has generated a different kind of demand for data sciences directed at upskilling and job readiness. India is witnessing a market-oriented groundswell of data science and IT skill tutoring ‘shops’, resituating science and engineering education. In this chapter we report from ethnographic research conducted in two IT skill training parks to underpin arguments about emerging neo-educational learning structures suited to a data science education for new livelihood opportunities in an IT-accredited India. Our chapter makes a case for looking at ‘data studies’ from an ethnographic perspective uncovering a ‘program’ of upward mobility through IT skilling and employment. What directions might data studies about tutoring data science skills in the Indian context lead to? Excerpts presented here from field research imagine new livelihoods, aspirations, and technology skills that are more often than not a reflection of the power of data science education.",Scopus,"All Open Access, Hybrid Gold",4,2,FALSE,not on data science education
30 years of the journal of statistics and data science education,10.1080/26939169.2022.2041325,https://doi.org/10.1080/26939169.2022.2041325,Horton N.J.,2022,Editorial,NULL,Scopus,"All Open Access, Gold",3,2,FALSE,note from journal's editor
"the research data life cycle, legacy data, and dilemmas in research data management",10.1002/asi.24645,https://doi.org/10.1002/asi.24645,"Bossaller J., Million A.J.",2022,Article,"This paper presents findings from an interview study of research data managers in academic data archives. Our study examined policies and professional autonomy with a focus on dilemmas encountered in everyday work by data managers. We found that dilemmas arose at every stage of the research data lifecycle, and legacy data presents particularly vexing challenges. The iFields' emphasis on knowledge organization and representation provides insight into how data, used by scientists, are used to create knowledge. The iFields' disciplinary emphasis also encompasses the sociotechnical complexity of dilemmas that we found arise in research data management. Therefore, we posit that iSchools are positioned to contribute to data science education by teaching about ethics and infrastructure used to collect, organize, and disseminate data through problem-based learning.",Scopus,"All Open Access, Hybrid Gold",1,2,FALSE,not on data science education (it is about challenges encountered by data managers in academic data archives)
using data cards for teaching data based decision trees in middle school,10.1145/3488042.3489966,https://doi.org/10.1145/3488042.3489966,"Podworny S., Fleischer Y., Hüsing S., Biehler R., Frischemeier D., Höper L., Schulte C.",2021,Conference Paper,NULL,Scopus,NA,2,4,FALSE,middle school
a journal for interdisciplinary data science education,10.1145/3469281,https://doi.org/10.1145/3469281,"Hazzan O., Mike K.",2021,Article,"The Communications website, http://cacm.acm.org, features more than a dozen bloggers in the BLOG@CACM community. In each issue of Communications, we'll publish selected posts or excerpts.",Scopus,NA,2,5,FALSE,about a journal
introducing data science with data moves and codap,10.1111/test.12240,https://doi.org/10.1111/test.12240,"Erickson T., Chen E.",2021,Article,This paper describes a short module [3] for introducing data science to senior school students or other data-science beginners. The design focuses on “data moves.” Students use CODAP [5] to do their work.,Scopus,NA,2,3,TRUE,NA
exploring metrics for the analysis of code submissions in an introductory data science course,10.1145/3448139.3448209,https://doi.org/10.1145/3448139.3448209,"Nguyen H., Lim M., Moore S., Nyberg E., Sakr M., Stamper J.",2021,Conference Paper,"While data science education has gained increased recognition in both academic institutions and industry, there has been a lack of research on automated coding assessment for novice students. Our work presents a first step in this direction, by leveraging the coding metrics from traditional software engineering (Halstead Volume and Cyclomatic Complexity) in combination with those that reflect a data science project’s learning objectives (number of library calls and number of common library calls with the solution code). Through these metrics, we examined the code submissions of 97 students across two semesters of an introductory data science course. Our results indicated that the metrics can identify cases where students had overly complicated codes and would benefit from scaffolding feedback. The number of library calls, in particular, was also a significant predictor of changes in submission score and submission runtime, which highlights the distinctive nature of data science programming. We conclude with suggestions for extending our analyses towards more actionable intervention strategies, for example by tracking the fine-grained submission grading outputs throughout a student’s submission history, to better model and support them in their data science learning process.",Scopus,"All Open Access, Bronze",2,1,TRUE,NA
establishing abet accreditation criteria for data science,10.1145/3408877.3432445,https://doi.org/10.1145/3408877.3432445,"Blair J.R.S., Jones L., Leidig P., Murray S., Raj R.K., Romanowski C.J.",2021,Conference Paper,"Prompted by the skyrocketing demand for data scientists, progress made by the ACM Data Science Task Force on defining data science competencies, and inquiries about data science accreditation, ABET is in the process of developing accreditation criteria for undergraduate data science programs. The effort is led by members of a joint data science criteria subcommittee appointed by ABET's Computing Accreditation Commission (CAC) and CSAB (the lead society for computing accreditation). Establishing data science accreditation criteria is a notable milestone in the maturing data science discipline, indicating the presence of an accepted body of knowledge, standards of practice, and ethical codes for practitioners. This position paper motivates the effort and discusses prior work towards defining data science education requirements. It describes the ongoing process for creating and obtaining approval of the accreditation criteria, and how feedback was and will be solicited from the computing and statistical communities. The current draft data science criteria, which was approved in July 2020 by the relevant ABET bodies for a year of public review and comment, is presented. These criteria emphasize the three pillars of data science: computing foundations, mathematical/statistical foundations, and experience in at least one data application domain. This report thus serves both to inform and to stimulate the academic discussion needed to finalize appropriate data science accreditation by ABET.",Scopus,NA,5,2,TRUE,NA
"experiential learning in data science: developing an interdisciplinary, client-sponsored capstone program",10.1145/3408877.3432536,https://doi.org/10.1145/3408877.3432536,Allen G.I.,2021,Conference Paper,"Interest in data science education and degree programs has rapidly expanded over the past several years. An integral part of many degree programs is a capstone experience, where students complete a major research or real-world project at the culmination of their educational program. In engineering and computer science, many have shown that client-sponsored projects lead to better student engagement and improved training. In this paper, we discuss experiences with developing an interdisciplinary, client-sponsored capstone program in data science and machine learning. We show how we set up the capstone program, including how the program is structured, how projects are set up, how the course is managed, how students are assessed, and outline the newly developed capstone curriculum. Finally, we report results from a cohort of students participating in this capstone program and discuss lessons learned as well as best practices when developing data science capstone programs.",Scopus,NA,4,2,TRUE,NA
a letter to the journal of statistics and data science education — a call for review of “okcupid data for introductory statistics and data science courses” by albert y. kim and adriana escobedo-land,10.1080/26939169.2021.1930812,https://doi.org/10.1080/26939169.2021.1930812,"Xiao T., Ma Y.",2021,Letter,NULL,Scopus,"All Open Access, Gold",3,2,FALSE,letter to journal's editor
"integrating computing in the statistics and data science curriculum: creative structures, novel skills and habits, and ways to teach computational thinking",10.1080/10691898.2020.1870416,https://doi.org/10.1080/10691898.2020.1870416,"Horton N.J., Hardin J.S.",2021,Article,"Nolan and Temple Lang argued for the fundamental role of computing in the statistics curriculum. In the intervening decade, the statistics education community has acknowledged that computational skills are as important to statistics and data science practice as mathematics. There remains a notable gap, however, between our intentions and our actions. In this special issue of the Journal of Statistics and Data Science Education, we have assembled a collection of articles that (1) suggest creative structures to integrate computing, (2) describe novel data science skills and habits, and (3) propose ways to teach computational thinking. We believe that it is critical for the community to redouble our efforts to embrace sophisticated computing in the statistics and data science curriculum. We hope that these articles provide useful guidance for the community to move these efforts forward.",Scopus,"All Open Access, Gold, Green",1,2,TRUE,NA
computing in the statistics curricula: a 10-year retrospective,10.1080/10691898.2020.1862609,https://doi.org/10.1080/10691898.2020.1862609,"Hardin J., Horton N.J., Nolan D., Lang D.T.",2021,Article,"The Journal of Statistics and Data Science Education special issue on “Computing in the Statistics and Data Science Curriculum” features a set of papers that provide a mosaic of curricular innovations and approaches that embrace computing. As we reviewed the papers we felt that this collection would benefit from the perspective of the authors of the landmark “Computing in the Statistics Curricula” (TAS 2010) paper. We asked Deb and Duncan to take this opportunity to reflect on the landscape when they wrote the paper, to comment on the current situation, and to speculate on the future.",Scopus,"All Open Access, Gold",2,4,FALSE,introduction to a journal's special issue
the next wave: we will all be data scientists,10.1002/sam.11476,https://doi.org/10.1002/sam.11476,"Betz M., Gundlach E., Hillery E., Rickus J., Ward M.D.",2020,Article,"In the next wave of educating future data scientists, we need to think of all undergraduate students, regardless of background or major, as future data scientists. We should train them in supportive, interdisciplinary environments. Starting from their first day at college, they should be given the opportunity to apply powerful tools to large data sets, using real-world problems. Partnerships with research computing, academic departments, research centers, companies, government, and nonprofits will all be necessary to fully prepare these students for the breadth of the data science workforce.",Scopus,NA,2,5,TRUE,NA
ethics in data science education,10.18260/1-2--34589,https://doi.org/10.18260/1-2--34589,Davis K.C.,2020,Conference Paper,"There is a growing recognition of the importance of ethics education in data science programs. Recent news stories about data breaches and algorithmic biases indicate that big data projects raise ethical concerns with the potential to inflict harm on a wide societal or global scale. Several collaborative, multi-disciplinary reports from academia and professional organizations have proposed curricular recommendations for data science programs. The necessity of including a study of ethics is present in these reports, although the depth of coverage varies. In this paper, we give an overview of how ethics for data science is covered in reports created by educational organizations, a summary of codes of ethics for practitioners of data science, and a brief overview of approaches for teaching ethics in data science.",Scopus,NA,2,3,TRUE,NA
experimental evidence extraction system in data science with hybrid table features and ensemble learning,10.1145/3366423.3380174,https://doi.org/10.1145/3366423.3380174,"Yu W., Peng W., Shu Y., Zeng Q., Jiang M.",2020,Conference Paper,"Data Science has been one of the most popular fields in higher education and research activities. It takes tons of time to read the experimental section of thousands of papers and figure out the performance of the data science techniques. In this work, we build an experimental evidence extraction system to automate the integration of tables (in the paper PDFs) into a database of experimental results. First, it crops the tables and recognizes the templates. Second, it classifies the column names and row names into “method”, “dataset”, or “evaluation metric”, and then unified all the table cells into (method, dataset, metric, score)-quadruples. We propose hybrid features including structural and semantic table features as well as an ensemble learning approach for column/row name classification and table unification. SQL statements can be used to answer questions such as whether a method is the state-of-the-art or whether the reported numbers are conflicting.",Scopus,NA,2,1,FALSE,not on data science education (it is about a method to extract tables of results from papers)
metadata: a tool to supplement data science education for the first year undergraduates,10.1145/3395245.3396409,https://doi.org/10.1145/3395245.3396409,"Nair R., Chugani M.N., Thangavel S.K.",2020,Conference Paper,"In the Indian Universities, data science courses are offered to computer science undergraduates only in their higher semesters of under-graduation. Keeping in mind, the growing importance of data science, under-graduates need to be introduced to data science courses in their first year of under-graduation itself. Although first year undergraduates are furnished with the required mathematical and statistical concepts during their higher secondary education, a requirement of understanding sophisticated programming concepts hamstrings universities from offering courses in data science to first year undergraduates. As an outcome of our research, we propose a software named MetaData. MetaData abstracts all levels of implementation and helps students better understand the fundamental concepts in data science by observing the applicability of these concepts on real-world datasets. We justify the effectiveness of the tool through a data science classroom scenario, wherein 44 first year undergraduates were encouraged to use the tool and provide constructive feedback.",Scopus,NA,5,2,TRUE,NA
collective development of large scale data science products via modularized assignments: an experience report,10.1145/3328778.3366961,https://doi.org/10.1145/3328778.3366961,"Bhavya, Boughoula A., Green A., Zhai C.X.",2020,Conference Paper,"Many universities are offering data science (DS) courses to fulfill the growing demands for skilled DS practitioners. Assignments and projects are essential parts of the DS curriculum as they enable students to gain hands-on experience in real-world DS tasks. However, most current assignments and projects are lacking in at least one of two ways: 1) they do not comprehensively teach all the steps involved in the complete workflow of DS projects; 2) students work on separate problems individually or in small teams, limiting the scale and impact of their solutions. To overcome these limitations, we envision novel synergistic modular assignments where a large number of students work collectively on all the tasks required to develop a large-scale DS product. The resulting product can be continuously improved with students' contributions every semester. We report our experience with developing and deploying such an assignment in an Information Retrieval course. Through the assignment, students collectively developed a search engine for finding expert faculty specializing in a given field. This shows the utility of such assignments both for teaching useful DS skills and driving innovation and research. We share useful lessons for other instructors to adopt similar assignments for their DS courses.",Scopus,"All Open Access, Bronze",4,2,TRUE,NA
self and socially shared regulation of learning in data science education: a case study of “quantified self” project,10.22318/icls2020.749,https://doi.org/10.22318/icls2020.749,"Zhang J., Wu B.",2020,Conference Paper,NA,Scopus,NA,3,2,Abstract not found,NA
teaching undergraduate data science for information schools,10.3233/efi-200372,https://doi.org/10.3233/efi-200372,Hagen L.,2020,Article,"Using the Conway model of data science education as a guide, this paper introduces a model for undergraduate data science education for information schools. The core idea of the suggested model is that data science programs in information schools are unique due to their particular substantive expertise, which includes data management, information behavior, and ethics. This paper also suggests that, to create a data science program within an information school, it may be useful to expand curriculums by adding programming, statistics, and machine learning requirements.",Scopus,NA,1,2,TRUE,NA
a design-based research approach for developing data-focussed business curricula,10.1007/s10639-019-09981-5,https://doi.org/10.1007/s10639-019-09981-5,"Miah S.J., Solomonides I., Gammack J.G.",2020,Article,"Although existing data science educational programmes develop talent and produce graduates, business-focused data science curricula comprising essential skills oriented to business and managerial data with associated analysis, remain underserved. Current pedagogy has focused either on data science or on purely analytic technical aspects. There is therefore, an opportunity to rethink how institutions can develop innovative data-focussed education programmes, addressing both modern industry and community demands. As both academia and industry strive to integrate applied learning, transferable and enterprise skills into business and sciences, this paper proposes a design based research approach (DBR) for designing such a new interdisciplinary data science teaching curriculum as a foundation to deliver business undergraduate degrees in Business Data Science. Adopting a design science method our proposed DBR illustrates effective utilities for conceptualising and evaluating a fully functional new degree programme - Bachelor of Business Data Science. Ten senior business information systems academics and five analytics industry practitioners in Victoria, Australia were interviewed in three iterative prototyping phases followed by a final focus group session with business information systems students that evaluated the proposed structure. The findings suggest that proposed DBR ensures the design of an innovative data science degree that may meet growing industry and interdisciplinary demands. The paper concludes by discussing overall feasibility of the proposal in the Australian higher education sector, particularly for the case context of an Australian University.",Scopus,NA,2,4,TRUE,NA
an empirical approach to understanding data science and engineering education,10.1145/3344429.3372503,https://doi.org/10.1145/3344429.3372503,"Raj R.K., Parrish A., Impagliazzo J., Romanowski C.J., Aly S.G., Bennett C.C., Davis K.C., McGettrick A., Pereira T.S.M., Sundin L.",2019,Conference Paper,"As data science is an evolving field, existing definitions reflect this uncertainty with overloaded terms and inconsistency. As a result of the field's fluidity, there is often a mismatch between what data-related programs teach, what employers expect, and the actual tasks data scientists are performing. In addition, the tools available to data scientists are not necessarily the tools being taught; textbooks do not seem to meet curricular needs; and empirical evidence does not seem to support existing program design. Currently, the field appears to be bifurcating into data science (DS) and data engineering (DE), with specific but overlapping roles in the combined data science and engineering (DSE) lifecycle. However, curriculum design has not yet caught up to this evolution. This working group report shows an empirical and data-driven view of the data-related education landscape, and includes several recommendations for both academia and industry that are based on this analysis.",Scopus,NA,2,5,TRUE,NA
curriculum for hands-on artificial intelligence cybersecurity,10.1109/ithet46829.2019.8937373,https://doi.org/10.1109/ithet46829.2019.8937373,"Romney G.W., Guymon J., Romney M.D., Carlson D.A.",2019,Conference Paper,"Interest and awareness of Artificial Intelligence (AI) grows at such a rate that academia and higher education struggle keeping up with the accelerating demand of industry. It is forecast that 75% of enterprise applications will use AI, Machine Learning or Deep Learning technology by 2021, yet university programs commonly place the burden on students to obtain their data science educations through elective coursework spanning multiple disparate departments. Data science requires specific mathematics preparation especially for cybersecurity students whose programs have reduced the requirements for advance mathematics to a bare minimum. To facilitate curricula preparation, and hands-on usage of AI tools, a notebook (“A Trellis For Novice AI Practitioners”) was prepared in the R programming language as a first step in introducing computer science and cybersecurity students to the concepts and capabilities of AI. A focus on an intrusion detection data set to mitigate nine common cyber vulnerabilities is used in this analysis. Trellis bridges the theoretical and practical chasm for students by building an ANN network intrusion predictive model from scratch. It serves as a template but also encourages heavy contextual modification, and may be relied upon in the beginning stages of a cybersecurity practitioner's data science activities on a wide variety of data sets in all areas of the discipline.",Scopus,NA,2,3,TRUE,NA
panel: the computing in data science,10.1145/3300115.3312508,https://doi.org/10.1145/3300115.3312508,"Cassel L., Hongzhi W.",2019,Conference Paper,"This panel brings the workings and results of the ACM Education Council Task Force on Data Science Education. The task force has gathered information on existing programs and has reviewed documents such as the result of the National Academies deliberations on data science. The task force is charged with exploring the role of computer science in data science education, understanding that data science is an inherently interdisciplinary field and not exclusively a computer science field. The panel will present a summary of the task force findings by two members of the task force and perspectives from leaders in data-intensive applications from China. The goal of the panel is to present the findings, but also to obtain perspectives from the attendees in order to enrich the task force's work.",Scopus,NA,2,1,FALSE,panel
"practitioners teaching data science in industry and academia: expectations, workflows, and challenges",10.1145/3290605.3300493,https://doi.org/10.1145/3290605.3300493,"Kross S., Guo P.J.",2019,Conference Paper,"Data science has been growing in prominence across both academia and industry, but there is still little formal consensus about how to teach it. Many people who currently teach data science are practitioners such as computational researchers in academia or data scientists in industry. To understand how these practitioner-instructors pass their knowledge onto novices and how that contrasts with teaching more traditional forms of programming, we interviewed 20 data scientists who teach in settings ranging from small-group workshops to large online courses. We found that: 1) they must empathize with a diverse array of student backgrounds and expectations, 2) they teach technical workflows that integrate authentic practices surrounding code, data, and communication, 3) they face challenges involving authenticity versus abstraction in software setup, finding and curating pedagogically-relevant datasets, and acclimating students to live with uncertainty in data analysis. These findings can point the way toward better tools for data science education and help bring data literacy to more people around the world.",Scopus,"All Open Access, Bronze",5,2,TRUE,NA
designing customisable data science curriculum using ontology for data science competences and body of knowledge,10.1145/3322134.3322143,https://doi.org/10.1145/3322134.3322143,"Demchenko Y., Comminiello L., Reali G.",2019,Conference Paper,"Importance of Data Science education and training is growing with the emergence of data driven technologies and organisational culture that intend to derive actionable value for improving research process or enterprise business using variety of enterprise data and widely available open and social media data. Modern data driven research and industry require new types of specialists that are capable to support all stages of the data lifecycle from data production and input to data processing and actionable results delivery, visualisation and reporting, which can be jointly defined as the Data Science professions family. The education and training of Data Scientists requires multi-disciplinary approach combining wide view of the Data Science and Analytics foundation with deep practical knowledge in domain specific areas. In modern conditions with the fast technology change and strong skills demand, the Data Science education and training should be customizable and delivered in multiple form, also providing sufficient data labs facilities for practical training. This paper discusses approach to building customizable Data Science curriculum for different types of learners based on using the ontology of the EDISON Data Science Framework (EDSF) developed in the EU funded Project EDISON and widely used by universities and professional training organisations.",Scopus,NA,4,2,TRUE,NA
data science education in library and information science schools,10.1002/pra2.84,https://doi.org/10.1002/pra2.84,"Hagen L., Andrews J., Federer L., Benoit G.",2019,Article,"The need for data science education has grown recently among Library and Information Science schools to better prepare information professionals for the world of big data. However, there are many challenges to providing education on data science in Library and Information Science schools. For example, developing curricula and models for managing faculty resources (full-time teaching, buy-out, or specialized faculty) are some initial, common challenges. Participants will present their experiences and insights regarding data science education, which may include curricula, barriers, and best practices in the panel presentations. The panel session then will open up to an active discussion session with the audience, who will be encouraged to share their experiences and insights. This panel session is part of an ongoing effort by the organizers to establish sustainable data science education in Information Science schools. Developing a framework and curricula of data science education in Information Science schools, based on best practices and informed by experience, is the optimal goal of this ongoing effort. The success of this effort depends on active participation of the participants. This panel is sponsored by SIG ED.",Scopus,NA,3,2,FALSE,panel
a survey of data science programs and courses in the ischools,10.1002/pra2.184,https://doi.org/10.1002/pra2.184,"Wang Y.-Y., Lin C.-S.",2019,Article,"In this poster, we examined the current data science programs and courses in the 102 iSchools members. The result shows that the program distribution was unequal by region, and the courses offered by iSchools concentrated on data analysis skills. Research data management, which concerns data management throughout research life cycle and data curation, constituted less than 10% of the courses.",Scopus,NA,1,2,TRUE,NA
data wrangling practices and process in modeling family migration narratives with big data visualization technologies,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073350469&partnerID=40&md5=f61f1a050269ba4fb3cd50b42f04a8e5,"Jiang S., Kahn J.B.",2019,Conference Paper,"Big data technologies are powerful tools for telling evidence-based narratives about oneself and the world. In this paper, we examine the sociotechnical practices of data wrangling—strategies for selecting and managing datasets to produce a model and story in a big data interface—for youth assembling models and stories about family migration using interactive data visualization tools. Through interaction analysis of video data, we identified ten data wrangling practices and developed a conceptual model of the data wrangling process that contains four interrelated recursive stages. These data wrangling practices and the process of data wrangling are important to understand for supporting future data science education opportunities that facilitate learning and discussion about scientific and socioeconomic issues. This study also sheds light on how the family migration modeling context positioned the youth as having agency and authority over big data.",Scopus,NA,2,4,FALSE,not on data science education (it is about different data wrangling approaches)
bridging the demand and the offer in data science,10.1002/cpe.5200,https://doi.org/10.1002/cpe.5200,"Belloum A.S.Z., Koulouzis S., Wiktorski T., Manieri A.",2019,Article,"During the last several years, we have observed an exponential increase in the demand for Data Scientists in the job market. As a result, a number of trainings, courses, books, and university educational programs (both at undergraduate, graduate and postgraduate levels) have been labeled as “Big data” or “Data Science”; the fil-rouge of each of them is the aim at forming people with the right competencies and skills to satisfy the business sector needs. In this paper, we report on some of the exercises done in analyzing current Data Science education offer and matching with the needs of the job markets to propose a scalable matching service, ie, COmpetencies ClassificatiOn (E-CO-2), based on Data Science techniques. The E-CO-2 service can help to extract relevant information from Data Science–related documents (course descriptions, job Ads, blogs, or papers), which enable the comparison of the demand and offer in the field of Data Science Education and HR management, ultimately helping to establish the profession of Data Scientist.",Scopus,"All Open Access, Hybrid Gold, Green",2,5,TRUE,NA
evaluating computational thinking in jupyter notebook data science projects,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103846829&partnerID=40&md5=0ad9e8c92019d355ad332a73d555acf6,"Sorensen C., Mustafaraj E.",2018,Conference Paper,"The interdisciplinary field of data science requires a strong foundation in computational thinking (CT) concepts and practices. In this paper, we describe the use of qualitative and quantitative methods to study data science projects completed by undergraduate students who are learning data science but have already learned computer programming. The projects are stored as Jupyter notebooks: documents that store code, as well as its output from execution, formatted text for self-explanations, and graphics. Our analysis of the notebooks discovers two kinds of student attitudes: explorers, who work iteratively, and goal accomplishers, who work incrementally. Despite varying attitudes, we find that students often fluctuate between the two learner types depending on their computational goals for a given notebook. Moreover, when students practice the explorer approach, they often engage more actively with many CT skills such as pattern generalization and communication of results. Finally, we propose ways to utilize these findings to encourage CT practices in future data science curricula.",Scopus,NA,2,3,TRUE,NA
hadoop as a service for academic purposes,10.1145/3167020.3167032,https://doi.org/10.1145/3167020.3167032,"Ruckcharti U., Atiratana N., Krathu W., Arpnikanondt C.",2017,Conference Paper,"The growth of data science education at both graduate and undergraduate levels has increase dramatically. Need for computing platforms that are well-equip with the appropriate tools for students and instructors, and that are readily accessible and flexibly configurable has subsequently become more conspicuous. Using lots of sandboxes that would consume tremendous resources is not an effective solution. This paper propose a solution that design and implement Hadoop as a private online service that could effectively meet the design characteristics of an academic data science computing platform. The propose design emphasise a quick deployment solution based on available resources and technologies. The case study that follow demonstrate and cultivate our approach as a proof of concept for any academic institutions to implement their own services. This paper contains many aspects of service implementation from managing resources to choosing the right Hadoop platform components and solution to accounting for user authentication and authorisation as well as security and network design.",Scopus,NA,2,1,TRUE,NA
