document_title,doi,document_link,authors,publication_year,document_type,abstract,database,open_access,reviewer_1,reviewer_2,keep,why_not_keep
data science and its relationship to library and information science: a content analysis,10.1108/dta-07-2020-0167,https://doi.org/10.1108/dta-07-2020-0167,"Virkus S., Garoufallou E.",2020,Article,"Purpose
The purpose of this paper is to present the results of a study exploring the emerging field of data science from the library and information science (LIS) perspective.

Design/methodology/approach
Content analysis of research publications on data science was made of papers published in the Web of Science database to identify the main themes discussed in the publications from the LIS perspective.

Findings
A content analysis of 80 publications is presented. The articles belonged to the six broad categories: data science education and training; knowledge and skills of the data professional; the role of libraries and librarians in the data science movement; tools, techniques and applications of data science; data science from the knowledge management perspective; and data science from the perspective of health sciences. The category of tools, techniques and applications of data science was most addressed by the authors, followed by data science from the perspective of health sciences, data science education and training and knowledge and skills of the data professional. However, several publications fell into several categories because these topics were closely related.

Research limitations/implications
Only publication recorded in the Web of Science database and with the term ìdata scienceî in the topic area were analyzed. Therefore, several relevant studies are not discussed in this paper that either were related to other keywords such as ìe-scienceî, ìe-researchî, ìdata serviceî, ìdata curationî, ìresearch data managementî or ìscientific data managementî or were not present in the Web of Science database.

Originality/value
The paper provides the first exploration by content analysis of the field of data science from the perspective of the LIS.",Scopus,NA,1,4,TRUE,NA
data science education based on addie model and the edison framework,10.1109/bdee52938.2021.00013,https://doi.org/10.1109/bdee52938.2021.00013,R. Rossi,2021,NA,"Data Science is a recent area that integrates data engineering and computing intelligence to support decision making. It is also a recent professional field which requires experts with knowledge in Statistics, Computer Science, Artificial Intelligence and Machine Learning, and specific Business Models. Organizations that pursue data intelligence consider Data Science professionals immensely relevant. However, universities and higher education institutions are starting to offer undergraduate programs and courses for Data Science education. In this sense, EDISON Data Science Framework (EDSF) is presented as a relevant framework to further the education of Data Science Professionals. Thus, this article addresses the integration of EDSF with ADDIE Model, an instructional design model, capable of enabling the construction of an Instructional System (IS). Based on the Learning Outcomes (LO) of the EDSF Model Curriculum Data Science (MC-DS), the article proposes an integrated approach of these LOs along with the phases of ADDIE Model supporting the construction of a Data Science Instructional System (DSIS). This integrated approach assists the understanding of the development of a DSIS and its learning objects, with its technological needs, such as: hardware environment, programming environments (IDEs, scripts, etc.), database models (SQL and NoSQL), massive data storage and processing tools, visualization tools, among others.",IEEE,NA,5,4,TRUE,NA
challenges and approaches to teaching data science technologies in an information technology program with non-traditional students,10.1109/cic48465.2019.00015,https://doi.org/10.1109/cic48465.2019.00015,R. Price; L. Ramaswamy,2020,NA,"Teaching Data Science to traditional CS majors presents many challenges to students, faculty and the supporting infrastructure. When the student population changes from Computer Science students to those in an Information Technology program where many of the core CS courses are not required, additional challenges arise. Couple these challenges with teaching non-traditional students who are also involved with their families and careers; the difficulty in teaching this material rises exponentially. For our experiment, we chose to teach the Hadoop Distributed File System, the Map/Reduce paradigm, and basic Hadoop programming to expose these students to Data Science technologies. We will discuss our recent experience teaching Data Science to Information Technology students and the challenges we had to overcome, including missing distributed systems knowledge, a lack of basic Unix and operating systems understanding and a complete unfamiliarity with a Distributed File System.",IEEE,NA,2,4,TRUE,NA
quantitative and qualitative analysis of current data science programs from perspective of data science competence groups and framework,10.1109/cloudcom.2016.0109,https://doi.org/10.1109/cloudcom.2016.0109,T. Wiktorski; Y. Demchenko; A. Belloum; A. Shirazi,2017,NA,"Data Science is becoming a field connecting multi-year development in areas such as Big Data and Data Analytics, and also applied domains like Bioengineering. Data Science education programs are rapidly being created on all levels. Usually it happens through reuse or renaming and can result in curricula that lack proper balance of competences, which balance is necessary for future data scientists. Our quantitative analysis of over 300 programs worldwide shows that at least one of the three core data science competence groups is under-represented in the majority of programs. Moreover, general business courses are often suggested to students to cover the domain competence group, which in most cases results in superficial treatment of this competence group. Our further qualitative analysis demonstrates that learning outcomes for most of the courses are usually not defined or defined improperly.",IEEE,NA,5,1,TRUE,NA
customisable data science educational environment: from competences management and curriculum design to virtual labs on-demand,10.1109/cloudcom.2017.59,https://doi.org/10.1109/cloudcom.2017.59,Y. Demchenko; A. Belloum; C. de Laat; C. Loomis; T. Wiktorski; E. Spekschoor,2017,NA,"Data Science is an emerging field of science, which requires a multi-disciplinary approach and is based on the Big Data and data intensive technologies that both provide a basis for effective use of the data driven research and economy models. Modern data driven research and industry require new types of specialists that are capable to support all stages of the data lifecycle from data production and input to data processing and actionable results delivery, visualisation and reporting, which can be jointly defined as the Data Science professions family. The education and training of Data Scientists currently lacks a commonly accepted, harmonized instructional model that reflects all multi-disciplinary knowledge and competences that are required from the Data Science practitioners in modern, data driven research and the digital economy. The educational model and approach should also solve different aspects of the future professionals that includes both theoretical knowledge and practical skills that must be supported by corresponding education infrastructure and educational labs environment. In modern conditions with the fast technology change and strong skills demand, the Data Science education and training should be customizable and delivered in multiple form, also providing sufficient data labs facilities for practical training. This paper discussed both aspects: building customizable Data Science curriculum for different types of learners and proposing a hybrid model for virtual labs that can combine local university facility and use cloud based Big Data and Data analytics facilities and services on demand. The proposed approach is based on using the EDISON Data Science Framework (EDSF) developed in the EU funded Project EDISON and CYCLONE cloud automation systems being developed in another EU funded project CYCLONE.",IEEE,NA,4,1,TRUE,NA
a comparative study of the academic programs between informatics/bioinformatics and data science in the u.s.,10.1109/compsac48688.2020.00030,https://doi.org/10.1109/compsac48688.2020.00030,I. Bile Hassan; J. Liu,2020,NA,"As Data Science has recently become a trend of the innovation of building new academic programs in the U.S. higher education, a holistic review and analysis of the curriculum development in a close field called Informatics or Bioinformatics, occurred more than a decade ago, seems to be beneficial and necessary in helping and supporting the healthy growth of Data Science programs. In this paper, a thorough comparative study between Informatics and Data Science was presented through comparing and investigating the similarities and differences of their curriculum structures, bodies of domain knowledge, technical skill sets, research areas, faculty preparation, student background, as well as the lessons learnt from the development of Informatics programs and challenges in developing Data Science programs. It is believed that the recommendations drawn from this study will assist educators to build their Data Science programs with the confidence and determination but without hesitation and fear of misstepping along the way in promoting and building their new programs.",IEEE,NA,5,2,TRUE,NA
scaling data warehousing course projects,10.1109/csci.2016.0054,https://doi.org/10.1109/csci.2016.0054,K. C. Davis; D. Aggarwal; S. Baskin,2017,NA,"In this paper, we discuss the evolution of assignments in a data warehousing course to address the burgeoning interest and enrollment of students in data science programs. We focus on our experience incorporating the Teradata University Network (TUN) Data Challenge competition project as a class assignment. Students worked in small teams to answer questions posed by a non-profit organization, Hire Heroes USA, using their data about activities to help veterans and their spouses find employment. Students had free access to cutting edge industry visualization and analytics tools via TUN and its partner organizations. Course learning objectives were met successfully and students were enthusiastic about using real-world data to help a humanitarian organization better serve its clientele.",IEEE,NA,3,2,TRUE,NA
how to use stock data for data science education: a simulated trading platform in classroom,10.1109/csei50228.2020.9142534,https://doi.org/10.1109/csei50228.2020.9142534,Y. Liu; X. Wei,2020,NA,"The research hereby presents an innovate practice to enhance data science education by integrating an in-house-developed stock trading platform. Students of Data Science area usually face the difficulty of understanding the complex of real-time data and sophisticated statistical indicators and models. Another difficulty is students are easy to lost interests and patience during the process of learning programming and analysis process, such as R-language. Stock market, as a huge data source and an important data disciplinary, is comparatively easy to attract student attentions. Thus, we developed an intuitive trading platform for education purpose. The platform contains three components: an exploring window, a control windows and a report window. The exploring window shows current and historical stock price trends and related indicators. Several representative stocks from different sectors can be picked and specific time frames can be assigned. The control window allows students to develop their own trading strategies. A trading strategy can be created by either intuitive way, or through single or combinations of indicators, or be built generically though plug-in R-programing module. The report window demonstrates the expected return of a stock in a specific time frame through a specific strategy. A more comprehensive report with detailed transaction information is also provided for back-testing purpose. Students are involved into the development of the software and get experience for R-programming. Preliminary version of the product has been tested and surveyed in a data science classroom. About ten junior Data Science students have practiced and provided feedback. The positive survey results show the feasibility of the approach. In the future, artificial intelligent component will be integrated into the platform.",IEEE,NA,4,1,TRUE,NA
the michigan data science team: a data science education program with significant social impact,10.1109/DSW.2018.8439915,https://doi.org/10.1109/DSW.2018.8439915,A. Farahi; J. C. Stroud,2018,NA,"One role of universities is to provide students with the practical knowledge necessary to address broad societal needs. The growing field of data science has the potential to address many of these needs, primarily due to recent efforts to collect large amounts of data related to social, environmental, and political issues. A challenge is that there exists a disconnect between these real-world issues and the course materials taught to university students. This gap is due in part to a lack of engagement between universities and their local communities, leaving students with few opportunities to work with datasets relevant to real-world problems. To address this disconnect, the authors have implemented a novel data science education and outreach program in which students acquire new knowledge and skills while creating positive social impact through community service. In this work, we outline this outreach program, the Michigan Data Science Team, and provide empirical evidence of positive educational and social impact.",IEEE,NA,1,5,TRUE,NA
classification and analysis of techniques and tools for data visualization teaching,10.1109/educon46332.2021.9453917,https://doi.org/10.1109/educon46332.2021.9453917,J. J. Cuadrado-Gallego; Y. Demchenko; M. A. Losada; O. Ormandjieva,2021,NA,"Data Visualization addresses the use of graphics with the purpose to obtain or transmit the knowledge in a easier and faster way, this is it main, and in many cases unique purpose. Since their invention Data graphics has evolved and many techniques has been developed, and in the last decades, with the definition and evolution of the Data Science, Data Visualization has become to be used profusely, in that manner that, by one side, the Data Science Body of Knowledge, DS-BoK, define five knowledge area groups that should be taught when learning Data Science, in all of them Data Visualization is taken a main role for different reasons applying each knowledge area; and by other side all the Data Science development environments, open source or proprietary, include tools for performing Data Visualizations. This paper presents the results of a research carried out with the main objective of improving the teaching of data visualization using two ways: propose a new system to classify the large amount of different graphical techniques for presenting data that can be found in the literature; and analyze using different attributes quite all the most important different tools, open source and private, that are available to develop data graphics mainly form a data visualization teaching point of view.",IEEE,NA,2,1,TRUE,NA
edison data science framework (edsf): addressing demand for data science and analytics competences for the data driven digital economy,10.1109/educon46332.2021.9453997,https://doi.org/10.1109/educon46332.2021.9453997,Y. Demchenko; C. G. J. Jos√©; S. Brewer; T. Wiktorski,2021,NA,"Emerging data driven economy including industry, research and business, requires new types of specialists that are capable to support all stages of the data lifecycle from data production and input to data processing and actionable results delivery, visualisation and reporting, which can be jointly defined as the Data Science professions family. Data Science is becoming a new recognised field of science that leverages the Data Analytics methods with the power of the Big Data technologies and Cloud Computing that both provide a basis for effective use of the data driven research and economy models. Data Science research and education require a multi-disciplinary approach and data driven/centric paradigm shift. Besides core professional competences and knowledge in Data Science, increasing digitalisation of Science and Industry also requires new type of workplace and professional skills that rise the importance of critical thinking, problem solving and creativity required to work in highly automated and dynamic environment. The education and training of the data related professions must reflect all multi-disciplinary knowledge and competences that are required from the Data Science and handling practitioners in modern, data driven research and the digital economy. In modern conditions with the fast technology change and strong skills demand, the Data Science education and training should be customizable and delivered in multiple forms, also providing sufficient lab facilities for practical training. This paper discusses aspects of building customizable and interoperable Data Science curricula for different types of learners and target application domains. The proposed approach is based on using the EDISON Data Science Framework (EDSF) initially developed in the EU funded Project EDISON and currently being maintained by the EDISON Community Initiative.",IEEE,NA,5,3,TRUE,NA
machine learning to the rescue: ml-assisted framework for equity-driven education,10.1109/educon52537.2022.9766530,https://doi.org/10.1109/educon52537.2022.9766530,W. Chung; X. Zhang; Z. Ahmad; H. Sayadi; S. Rafatirad,2022,NA,"Data Science has recently experienced a significant surge in producing undergraduate degree/certificate and course enrollments. This growth has resulted in straining program resources at many institutions and causing concern about how to most effectively respond to the rapidly growing demand and provide equal opportunities for all students to pursue their degree. The primary goal of this work is to provide an intelligent solution to automatically identify biases related to race and gender in the content of Data Science related courses such as Machine Learning (ML), Natural Language Processing (NLP), Data Mining, Data Analytics, and Knowledge Discovery just to name a few. While machine learning allows to build powerful predicting tools, it hasn‚Äôt been used sufficiently to detect biases rooted in gender and race in educational material. Hence, using effective machine learning techniques we aim to enhance the success rate of undergraduate students in Data Science education and programs while promoting engagement through identifying and mitigating potential gender and racial biases. To this end, we propose a novel bias detection approach which uses a combination of gender identification and sentiment classification for characterization of gender and race in educational contents. Our proposed framework can help educators and course developers to mitigate race and gender biases in their course materials and create an equitable learning experience for students of minority and under-represented groups.",IEEE,NA,3,1,TRUE,NA
embedding data science into computer science education,10.1109/EIT.2019.8833753,https://doi.org/10.1109/EIT.2019.8833753,I. B. Hassan; J. Liu,2019,NA,"As a fast-growing field with widespread impact on economy and its promising hiring potential, Data Science has been enthusiastically sought-out by many disciplines in the academia, including Mathematics, Statistics, Library Science, Management Information Systems, as well as Computer Science, as an attracting area for recruiting students, soliciting grants, and expanding their existing programs. Although some standalone programs in Data Science have been established around the country, many institutions encounter the challenges in balancing the curricula among different disciplines, allocating new resources, and cooperating with the existing majors regarding enrollment management, student advising, and faculty preparation. In this paper, a strategy-based framework is proposed for those who have limited resources of all kinds to introduce Data Science through their existing Computer Science programs at a baccalaureate level with a minimum curriculum disruption. Instead of a standalone program, to embed Data Science into Computer Science education is demonstrated to be a practical, effective, cost-saving approach based on an extensive study of the synergy between Data Science and Computer Science education. While the proposed framework is not a one-size-fits-all approach, it provides a doable route for blending Data Science into Computer Science education in systematic ways. It has become the consensus that an adequate exposure to Data Science will better prepare computer science students for taking the challenges in this ever-changing, data embraced world.",IEEE,NA,4,2,TRUE,NA
edison data science framework (edsf) extension to address transversal skills required by emerging industry 4.0 transformation,10.1109/escience.2019.00076,https://doi.org/10.1109/escience.2019.00076,Y. Demchenko; T. Wiktorski; J. Cuadrado Gallego; S. Brewer,2020,NA,"The emerging data-driven economy (also defined as Industry 4.0 or simply 4IR), encompassing industry, research and business, requires new types of specialists that are able to support all stages of the data lifecycle from data production and input, to data processing and actionable results delivery, visualisation and reporting, which can be collectively defined as the Data Science family of professions. Data Science as a research and academic discipline provides a basis for Data Analytics and ML/AI applications. The education and training of the data related professions must reflect all multi-disciplinary knowledge and competences that are required from the Data Science and handling practitioners in modern, data-driven research and the digital economy. In the modern era, with ever faster technology changes, matched by strong skills demand, the Data Science education and training programme should be customizable and deliverable in multiple forms, tailored for different categories of professional roles and profiles. Referring to other publications by the authors on building customizable and interoperable Data Science curricula for different types of learners and target application domains, this paper is focused on defining a set of transversal competences and skills that are required from modern and future Data Science professions. These include workplace and professional skills that cover critical thinking, problem solving, and creativity required to work in highly automated and dynamic environment. The proposed approach is based on the EDISON Data Science Framework (EDSF) initially developed within the EU funded Project EDISON and currently being further developed in the EU funded MATES project and also the FAIRsFAIR projects.",IEEE,NA,2,5,TRUE,NA
smart blockchain badges for data science education,10.1109/FIE.2018.8659012,https://doi.org/10.1109/FIE.2018.8659012,A. Mikroyannidis; J. Domingue; M. Bachler; K. Quick,2019,NA,"Blockchain technology has the potential to revolutionise education in a number of ways. In this paper, we explore the applications of Smart Blockchain Badges on data science education. In particular, we investigate how Smart Blockchain Badges can support learners that want to advance their careers in data science, by offering them personalised recommendations based on their learning achievements. This work aims at enhancing data science accreditation by introducing a robust system based on the Blockchain technology. Learners will benefit from a sophisticated, open and transparent accreditation system, as well as from receiving job recommendations that match their skills and can potentially progress their careers. As a result, this work contributes towards closing the data science skills gap by linking data science education to the industry.",IEEE,NA,5,3,TRUE,NA
targeted curricular innovations in data science,10.1109/fie43999.2019.9028491,https://doi.org/10.1109/fie43999.2019.9028491,B. Marshall; S. Geier,2020,NA,"Many employers expect skills such as proper data generation, collection, storage, and analysis; however, these skills are often not taught in the undergraduate experience. Many STEM disciplines require computing coursework that includes coding in a modern programming language but does not explicitly address data stewardship. In this research, we present a faculty-focused data science program to address this educational gap. The faculty at two undergraduate institutions participate in a year-long slate of activities to learn about data science and design mechanisms for classroom dissemination. We describe the program details and provide sample classroom implementations as well as a summary of faculty post-participation perceptions.",IEEE,NA,1,3,TRUE,NA
data science in education: applications and challenges,10.1109/icdabi53623.2021.9655969,https://doi.org/10.1109/icdabi53623.2021.9655969,A. Felicia; W. K. Wong; W. N. Loh; F. H. Juwono,2021,NA,"In today‚Äôs technology environment, big data is a catchphrase that everyone is talking about. Most traditional pedagogies offer students limited timely feedback, require lecturers and teachers to spend hours grading routine assignments. These pedagogies fail in integrating ample digital resources and are not potent to enhance students‚Äô understanding. Data has enormous potential to enhance research, decision making, and lifelong learning. The combination of complex disciplines of computer science and statistics with social science philosophy in education data science aims to study more about how students learn and interact in the educational environment with real-time data collection. Despite its infancy, the wide availability of educational data has spurred an interest in analyzing relevant knowledge to guide educational policy and practice. This paper discusses the applications of data science in education field as well as the challenges for future development.",IEEE,NA,1,5,TRUE,NA
"data science education: we're missing the boat, again",10.1109/icde.2017.215,https://doi.org/10.1109/icde.2017.215,B. Howe; M. Franklin; L. Haas; T. Kraska; J. Ullman,2017,NA,"In the first wave of data science education programs, data engineering topics (systems, scalable algorithms, data management, integration) tended to be de-emphasized in favor of machine learning and statistical modeling. The anecdotal evidence suggests this was a mistake: data scientists report spending most of their time grappling with data far upstream of modeling activities. A second wave of data science education is emerging, one with increased emphasis on practical issues in ethics, legal compliance, scientific reproducibility, data quality, and algorithmic bias. The data engineering community has a second chance to influence these programs beyond just providing a set of tools. In this panel, we'll discuss the role of data engineering in data science education programs, and how best to capitalize on emerging opportunities in this space.",IEEE,NA,2,4,TRUE,NA
active learning in data science education,10.1109/ICETA.2018.8572219,https://doi.org/10.1109/ICETA.2018.8572219,V. Konkol'ov√°; J. Paraliƒç,2018,NA,"This article about Active learning in data science education deals with methods and tools to support active learning of data science, in particular within the Knowledge Discovery subject at the Technical University of Kosice, Slovakia. One of the results of the work presented in this article is an implemented web application to support active learning in data science. The article involves a brief overview of the methods supporting the active learning which may be used also for teaching data science. The final web application which was proposed and tested by the users, was created by RShiny application. The supporting application is helpful mainly for the students as an interactive mean of active learning in data science. The result of the article is available and it was applied in practice. This work contributes to the effective learning of the users (learners) as well as it contributes to better understanding, comprehension and application of the acquired knowledge and experiences of the students in practice by means of active learning.",IEEE,NA,4,5,TRUE,NA
datalab: introducing software engineering thinking into data science education at scale,10.1109/icse-seet.2017.7,https://doi.org/10.1109/icse-seet.2017.7,Y. Zhang; T. Zhang; Y. Jia; J. Sun; F. Xu; W. Xu,2017,NA,"Data science education is a new area in computer science that has attracted increasing attention in recent years. However, currently, data science educators lack good tools and methodologies. In particular, they lack integrated tools through which their students can acquire hands-on software engineering experience. To address these problems, we designed and implemented DataLab, a web-based tool for data science education that integrates code, data and execution management into one system. The goal of DataLab is to provide a hands-on online lab environment to train students to have basic software engineering thinking and habits while maintaining a focus on the core data science contents. In this paper, we present the user-experience design and system-level implementation of DataLab. Further, we evaluate DataLab's performance through an in-classroom use case. Finally, using objective log-based learning behavior analysis and a subjective survey, we demonstrate DataLab's effectiveness.",IEEE,NA,1,4,TRUE,NA
data science education through education data: an end-to-end perspective,10.1109/ISECon.2019.8881970,https://doi.org/10.1109/ISECon.2019.8881970,A. R. Rao; Y. Desai; K. Mishra,2019,NA,"The increasing importance of data science has created a pressing need for more trained professionals. Hence, it is necessary to design efficient education techniques to rapidly train the next generation of students. We describe a holistic approach that integrates multiple objectives within a single semester course taught at the first year level. The objectives include basic data processing techniques, statistical analysis, teamwork, and project management. We conducted a project that combined different public datasets related to the cost and quality of education in the US. Students demonstrated a high degree of involvement in this exercise as they were curious to explore data that related to their own college selection process. It is well known that it is difficult to perform a cost-quality analysis in the field of college education. We used college ranking data created by the Wall Street Journal, and combined it with data from the Integrated Postsecondary Education Data System database (https://nces.ed.gov/ipeds/) that provided college costs and graduation data. Students worked in teams to download sections of the data from multiple sources, performed cleaning and verification, and merged the data for analysis. This taught them the values of teamwork, goal-setting, and process measurement for timely project completion. We determined that the Pearson correlation between the rank of a college and in-state tuition was -0.65 (p<; 0.005) for private colleges, and -0.34 (p<; 0.005) for public colleges. This indicates that higher ranked colleges tend to charge higher tuition. The Pearson correlation between the rank of all colleges and their graduation rates is -0.75 (p<; 0.005), and between rank and retention rates is -0.71 (p<; 0.005). Private college tuition is typically $40,000 annually, whereas public colleges cost $20,000. These figures suggest that public colleges provide good value. This has policy implications for government funding of education.",IEEE,NA,4,3,TRUE,NA
challenges and issues in data science education,10.1109/mc.2021.3128734,https://doi.org/10.1109/mc.2021.3128734,J. Bonnell; M. Ogihara; Y. Yesha,2022,NA,"Data science is one of the fastest growing fields because of its ability to address analytic needs. However, the supply of data scientists has remained limited. Academic institutions must adapt to meet demand through programs to train future data scientists.",IEEE,NA,5,4,TRUE,NA
ds lab notebook: a new tool for data science applications,10.1109/synasc51798.2020.00056,https://doi.org/10.1109/synasc51798.2020.00056,A. Ionascu; S. -A. Stefaniga,2021,NA,"The main focus of the technical application of this research relies on a web and mobile-based solution identified as Data Science Notebook named as DS Lab Notebook. Specifically, the main focus will be on tackling already present challenges in data science education and a solution presented around DS Lab, an interactive computational notebook. The core ideas are represented by the concept of extending the traditional computing notebooks, especially from the Jupyter family, with live visualizations, debugging, widgets, and interactivity during the educational process across all the major platforms: web, Android, and IOS. The features are outlined in several use cases that can be useful in the data-science teaching process, with a primary focus in matrix manipulations, scatter plots, and image filters. Python 3 was used as the main programming runtime and the back-end for providing access to variable values and type information is being described in the form of a runtime-independent pipeline relying on code parsing and injection.",IEEE,NA,1,4,TRUE,NA
designing an effective hackathon via university-industry collaboration for data science education,10.1109/tale52509.2021.9678826,https://doi.org/10.1109/tale52509.2021.9678826,K. K. F. Yuen; A. O. M. Wong,2022,NA,"Hackathons have been used not only by enterprises for technological innovation and digital transformation, but also in academia for education innovation and programme promotion. This paper presents a hybrid approach for transforming an enterprise's workplace problem into a technology vendor-sponsored hackathon education. A real-life case study of a hackathon for college participants who are prospective students of a university data science programme is demonstrated. The university-industry collaborative approach of the hackathon provides several benefits for its stakeholders, namely promoting the reputation and recognition of the university's data science programme; offering creative and innovative solutions to the enterprise's workplace problems; encouraging the adoption of the technology vendor's platform, and finally, enhancing the teaching and learning experience for the college students and lecturers. This paper provides a structured framework and recommends practical principles and guidelines for designing effective hackathons that can bring about mind-set change and real-world business transformation.",IEEE,NA,5,1,TRUE,NA
milo: a visual programming environment for data science education,10.1109/VLHCC.2018.8506504,https://doi.org/10.1109/VLHCC.2018.8506504,A. Rao; A. Bihani; M. Nair,2018,NA,"Most courses on Data Science offered at universities or online require students to have familiarity with at least one programming language. In this paper, we present, ‚ÄúMilo‚Äù, a web-based visual programming environment for Data Science Education, designed as a pedagogical tool that can be used by students without prior-programming experience. To that end, Milo uses graphical blocks as abstractions of language specific implementations of Data Science and Machine Learning(ML) concepts along with creation of interactive visualizations. Using block definitions created by a user, Milo generates equivalent source code in JavaScript to run entirely in the browser. Based on a preliminary user study with a focus group of undergraduate computer science students, Milo succeeds as an effective tool for novice learners in the field of Data Science.",IEEE,NA,3,5,TRUE,NA
students' actual purposes when engaging with a computerized simulation in the context of citizen science,10.1111/bjet.13238,https://doi.org/10.1111/bjet.13238,"Dvir, Michal;Ben-Zvi, Dani",2022,"Article , Report","In today's information age, developing data science competencies has become vital to fostering responsible citizenry. However, the actual techniques learners need to become proficient in are still somewhat ""in-construction"", as the relatively new field of data science is constantly expanding to meet new data-related demands. Data science education needs to develop innovative means to keep up with this expansion that focus less on proficiency in specific techniques, but rather introduce novices to authentic data practices, and the authentic purposes directing the authentic practices. This paper focuses on a specific practice, the use of simulations to generate and examine data, in the context of authentic scientific Citizen Science research. We provide a case study of one pair of middle school students' engagement in an extended learning sequence including simulation activities inspired by authentic data practices, adapted to also be authentic for young students. While the simulation activity was inspired by the scientists' purposes, our findings illustrate four different actual purposes the students attributed to it. We also show that as the students deepened their engagement with the simulation, they gradually appropriated its intended purpose, alongside articulating more mature views of data-related concepts. The conclusions summarize the four different purposes the students expressed and identify aspects of design that contributed to the gradual re-shaping process of their actual purposes.",ERIC,NA,2,5,FALSE,middle school
big data and data science: what should we teach?,10.1111/exsy.12130,https://doi.org/10.1111/exsy.12130,"Song I., Zhu Y.",2016,Article,"The era of big data has arrived. Big data bring us the data-driven paradigm and enlighten us to challenge new classes of problems we were not able to solve in the past. We are beginning to see the impacts of big data in every aspect of our lives and society. We need a science that can address these big data problems. Data science is a new emerging discipline that was termed to address challenges that we are facing and going to face in the big data era. Thus, education in data science is the key to success, and we need concrete strategies and approaches to better educate future data scientists. In this paper, we discuss general concepts on big data, data science, and data scientists and show the results of an extensive survey on current data science education in United States. Finally, we propose various approaches that data science education should aim to accomplish.",Scopus,NA,1,2,TRUE,NA
introducing data science with data moves and codap,10.1111/test.12240,https://doi.org/10.1111/test.12240,"Erickson T., Chen E.",2021,Article,This paper describes a short module [3] for introducing data science to senior school students or other data-science beginners. The design focuses on ‚Äúdata moves.‚Äù Students use CODAP [5] to do their work.,Scopus,NA,2,3,TRUE,NA
computational skills by stealth in introductory data science teaching,10.1111/test.12277,https://doi.org/10.1111/test.12277,"Burr W., Chevalier F., Collins C., Gibbs A.L., Ng R., Wild C.J.",2021,Article,"In 2010, Nolan and Temple Lang proposed ìintegration of computing concepts into statistics curricula at all levels.î The unprecedented growth in data and emphasis on data science has provided an impetus to finally realizing full implementations of this in new statistics and data science programs and courses. We discuss a proposal for the stealth development of computational skills in students' exposure to introductory data science through careful, scaffolded exposure to computation and its power. Our intent is to support students, regardless of interest and self-efficacy in coding, in becoming data-driven learners, who are capable of asking complex questions about the world around them, and then answering those questions through the use of data-driven inquiry. Reference is made to the computer science and statistics consensus curriculum frameworks the International Data Science in Schools Project (IDSSP) recently published for secondary school data science or introductory tertiary programs, designed to optimize data-science accessibility.",Scopus,NA,1,4,TRUE,NA
introducing students to machine learning with decision trees using codap and jupyter notebooks,10.1111/test.12279,https://doi.org/10.1111/test.12279,"Biehler R., Fleischer Y.",2021,Article,NA,Scopus,NA,4,5,FALSE,high school
data science as an undergraduate degree,10.1145/2538862.2538868,https://doi.org/10.1145/2538862.2538868,"Anderson P., McGuffee J., Uminsky D.",2014,Conference Paper,NA,Scopus,NA,5,4,TRUE,NA
advanced data analytics education for students and companies,10.1145/2591708.2591746,https://doi.org/10.1145/2591708.2591746,"Marttila-Kontio M., Kontio M., Hotti V.",2014,Conference Paper,"In this paper we introduce a regional education project and a positive experience of quick implementation of a new training package enabled by public funding from the European Social Fund. The project focuses on advanced data analytics (ADA) in business management.

In the project, advanced data analytics is taught to both students at University of Eastern Finland and to their potential employers at the local organizations. The university teaching favors effective teaching techniques instead of conventional teaching methods, and the same topics are taught to participants from local organizations as shorter versions. The organizations also have an important role in calibrating the teaching via discussions and maturity reviews.

Even-though the project is regional there has been great nationwide interest in the project. This indicates the general need for improving know-how on ADA both at universities and in companies and organizations.",Scopus,NA,1,4,TRUE,NA
datathons: an experience report of data hackathons for data science education,10.1145/2839509.2844568,https://doi.org/10.1145/2839509.2844568,"Anslow C., Brosz J., Maurer F., Boyes M.",2016,Conference Paper,Large amounts of data are becoming increasingly available through open data repositories as well as companies and governments collecting data to improve decision making and efficiencies. Consequently there is a need to increase the data literacy of computer science students. Data science is a relatively new area within computer science and the curriculum is rapidly evolving along with the tools required to perform analytics which students need to learn how to effectively use. To address the needs of students learning key data science and analytics skills we propose augmenting existing data science curriculums with hackathon events that focus on data also known as datathons. In this paper we present our experience at hosting and running four datathons that involved students and members from the community coming together to solve challenging problems with data from not-for-profit social good organizations and publicly open data. Our reported experience from our datathons will help inform other academics and community groups who also wish to host datathons to help facilitate their students and members to learn key data science and analytics skills.,Scopus,NA,1,5,TRUE,NA
habitat explorer: designing educational games for collaborative learning on interactive surfaces,10.1145/2992154.2996788,https://doi.org/10.1145/2992154.2996788,"Schwartz A., Sorensen C., Mustafaraj E.",2016,Conference Paper,NA,Scopus,NA,3,4,FALSE,elementary school
