our_id,document_title,doi,document_link,authors,abstract,database,reviewer_1,reviewer_2,keep,why_not_keep,prelim_review,open_access,first_published,new_doc_type,journal,conference,book,source,affiliation_country,content_area,research_question,data_collection_type,audience_discipline,reason_audience_discipline,observational_unit,department,reason_department,source_discipline,reason_source_discipline,big_pic_notes,interesting_facts,keywords
Oliver_2021_undergraduate_data,undergraduate data science degrees emphasize computer science and statistics but fall short in ethics training and domain-specific context,10.7717/peerj-cs.441,https://doi.org/10.7717/peerj-cs.441,"Oliver JC, McNeil T.","The multidisciplinary field of data science, which applies techniques from computer science and statistics to address questions across domains, has enjoyed recent considerable growth and interest. This emergence also extends to undergraduate education, whereby a growing number of institutions now offer degree programs in data science. However, there is considerable variation in what the field actually entails and, by extension, differences in how undergraduate programs prepare students for data-intensive careers. We used two seminal frameworks for data science education to evaluate undergraduate data science programs at a subset of 4-year institutions in the United States; developing and applying a rubric, we assessed how well each program met the guidelines of each of the frameworks. Most programs scored high in statistics and computer science and low in domain-specific education, ethics, and areas of communication. Moreover, the academic unit administering the degree program significantly influenced the course-load distribution of computer science and statistics/mathematics courses. We conclude that current data science undergraduate programs provide solid grounding in computational and statistical approaches, yet may not deliver sufficient context in terms of domain knowledge and ethical considerations necessary for appropriate data science applications. Additional refinement of the expectations for undergraduate data science education is warranted.",pubmed,2,5,TRUE,NA,FALSE,TRUE,2021,journal article,PeerJ Computer Science,NA,NA,PeerJ Computer Science,"United States of America, United States of America",review of current state of data science education,TRUE,mixed,broad,"From end of Introduction: ""we provide an overview of...strengths and weaknesses in data science undergraduate degree programs."". Also, approaches data science from an interdisciplinary perspective",not applicable,not applicable,due to content area,computer science,"""PeerJ Computer Science is an Open Access, peer-reviewed, scholarly journal. It considers articles across the whole of Computer Science."" https://peerj.com/about/aims-and-scope/cs","They are comparing different data science programs across different universities and examining the course coverage while comparing it to NASEM framework. They conclude ""current data science
undergraduate programs provide solid grounding in computational and statistical
approaches, yet may not deliver sufficient context in terms of domain knowledge and
ethical considerations necessary for appropriate data science applications.""","In contrast, areas/sub-areas
focusing on reproducibility and ethics in data science were generally not covered in
undergraduate curricula. Reproducibility, including design of workflows and reproducible
analyses, was rarely indicated in course descriptions","computer science, curricula,data science, education, ethics, machine learning, statistics"
Perach_2022_blendedlearning_program,a blended-learning program for implementing a rigorous machine-learning curriculum in high-schools,10.1145/3491140.3528291,https://doi.org/10.1145/3491140.3528291,"Perach S., Alexandron G.","AI, and, more specifically, deep learning, is profoundly impacting our industries and societies [1]. In recent years, machine learning (ML) 's surging impact has sparked discourse about the importance of AI education for young people, and in recent years, several initiatives and projects pursuing the mission of K-12 AI education have emerged. In 2020 Israel's Ministry of Education (MoE) approved a new comprehensive and rigorous ML curriculum targeting 11 and 12th-grade pupils majoring in computer science (CS). The curriculum is meant to be taught by the existing CS teacher workforce. However, since ML theory and practice are fundamentally different from traditional CS [2], implementing this thorough ML curriculum poses substantial challenges in developing an effective teaching workforce to deliver it. In this research, we suggest a solution for this challenge in the form of a blended-learning (BL) program. The online component of this program is based mainly on Coursera's Deep Learning Specialization MOOCs series [3]. The BL program, enhanced with pedagogical training, is also used for the professional development (PD) of the teachers who deliver the program. Out of fourteen CS teachers who participated in the PD in the summer of 2021, ten teach the BL program this year to 273 high-school pupils. Initial results demonstrate the achievement of the curriculum learning goals and provide compelling preliminary evidence that this program enables CS teachers who are new to machine learning to teach this thorough curriculum effectively",Scopus,3,4,FALSE,k-12,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pieterman_2022_integration,integration of philosophy of science in biomedical data science education to foster better scientific practice,10.1007/s11191-022-00363-x,https://doi.org/10.1007/s11191-022-00363-x,"Pieterman-Bos A., van Mil M.H.W.","Biomedical data science education faces the challenge of preparing students for conducting rigorous research with increasingly complex and large datasets. At the same time, philosophers of science face the challenge of making their expertise accessible for scientists in such a way that it can improve everyday research practice. Here, we investigate the possibility of approaching these challenges together. In current and proposed approaches to biomedical data science education, we identify a dominant focus on only one aspect of conducting scientific research: understanding and using data, research methods, and statistical methods. We argue that this approach cannot solve biomedical data science‚Äôs challenge and we propose to shift the focus to four other aspects of conducting research: making and justifying decisions in research design and implementation, explaining their epistemic and non-epistemic effects, balancing varying responsibilities, and reporting scientific research. Attending to these aspects requires learning on different dimensions than solely learning to apply techniques (first dimension). It also requires learning to make choices (second dimension) and to understand the rationale behind choices (third dimension). This could be fostered by integrating philosophical training in biomedical data science education. Furthermore, philosophical training fosters a fourth dimension of learning, namely, understanding the nature of science. In this article, we explain how we identified the five aspects of conducting research and the four dimensions of learning, and why attending to the fourth dimension is essential. We discuss educational approaches to attend to all aspects and dimensions, and present initial design principles to implement these approaches.",Scopus,3,2,TRUE,NA,FALSE,TRUE,2022,journal article,Science & Education,NA,NA,Science & Education,"Netherlands, Netherlands",course example and pedagogical approach,TRUE,no data,biomedical science,"From Conclusion: ""We argued that integration of training in philosophy of science in biomedical data science education can increase the achievability of biomedical data science learning goals.""",not applicable,not applicable,"They talk about an hypothetical course, without specifying the department where it would be taught",science,"""Science & Education publishes research informed by the history, philosophy and sociology of science and mathematics that seeks to promote better teaching, learning, and curricula in science and mathematics."" https://link.springer.com/journal/11191/aims-and-scope","They argue that integrating the course of Philosophy of Science in the course of Biomedical Data Science would increase the achievability of both subjects' learning goals (i.e. these disciplines are 'mutually reinforcing'). Their arguments are based on a review of the literature on approaches to biomedical data science education, through which they identify the dimensions that are lacking in the current way in which it is thought, and explaining how this lack could be remedied by integrating philosophical training in biomedical data science education.",NA,not specified
Price_2020_challenges,challenges and approaches to teaching data science technologies in an information technology program with non-traditional students,10.1109/cic48465.2019.00015,https://doi.org/10.1109/cic48465.2019.00015,R. Price; L. Ramaswamy,"Teaching Data Science to traditional CS majors presents many challenges to students, faculty and the supporting infrastructure. When the student population changes from Computer Science students to those in an Information Technology program where many of the core CS courses are not required, additional challenges arise. Couple these challenges with teaching non-traditional students who are also involved with their families and careers; the difficulty in teaching this material rises exponentially. For our experiment, we chose to teach the Hadoop Distributed File System, the Map/Reduce paradigm, and basic Hadoop programming to expose these students to Data Science technologies. We will discuss our recent experience teaching Data Science to Information Technology students and the challenges we had to overcome, including missing distributed systems knowledge, a lack of basic Unix and operating systems understanding and a complete unfamiliarity with a Distributed File System.",IEEE,5,2,TRUE,NA,FALSE,FALSE,2020,conference article,NA,IEEE International Conference on Collaboration and Internet Computing,NA,IEEE International Conference on Collaboration and Internet Computing,"United States of America, United States of America",course example,TRUE,mixed,information technology,"See Introduction ""Our students are enrolled in an Information Technology degree rather than a Computer Science degree"". The paper offers insights for instructors of students in this major.",senior Information Technology Software Development concentration students enrolled in the capstone course,not specified,It was not explicit whether Information Technology and Computer Science are distinct departments,information technology,"""IEEE CIC has been conceived as the key multidisciplinary venue to serve as a premier international forum for discussion among academic and industrial researchers, practitioners, and students interested in Internet technologies, applications and services, collaborative networking, technology and systems, and applications. "" https://www.sis.pitt.edu/lersais/conference/cic/2024/","By reporting on several iterations of a Information Technology Software Development concentration capstone, the authors argue for the need to teach core concepts such as Unix and Distributed Systems before attempting to teach Data Science fundamentals to information technology students.",NA,"big data education, data intensive computing education, data science education"
Raj_2019_data_science,data science education: global perspectives and convergence,10.1145/3304221.3325533,https://doi.org/10.1145/3304221.3325533,"Raj R.K., Parrish A., Impagliazzo J., Romanowski C.J., Ahmed S.A., Bennett C.C., Davis K.C., McGettrick A., Mendes Pereira T.S., Sundin L.",NA,Scopus,3,4,FALSE,presentation summary,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raj_2019_empirical_approach,an empirical approach to understanding data science and engineering education,10.1145/3344429.3372503,https://doi.org/10.1145/3344429.3372503,"Raj R.K., Parrish A., Impagliazzo J., Romanowski C.J., Aly S.G., Bennett C.C., Davis K.C., McGettrick A., Pereira T.S.M., Sundin L.","As data science is an evolving field, existing definitions reflect this uncertainty with overloaded terms and inconsistency. As a result of the field's fluidity, there is often a mismatch between what data-related programs teach, what employers expect, and the actual tasks data scientists are performing. In addition, the tools available to data scientists are not necessarily the tools being taught; textbooks do not seem to meet curricular needs; and empirical evidence does not seem to support existing program design. Currently, the field appears to be bifurcating into data science (DS) and data engineering (DE), with specific but overlapping roles in the combined data science and engineering (DSE) lifecycle. However, curriculum design has not yet caught up to this evolution. This working group report shows an empirical and data-driven view of the data-related education landscape, and includes several recommendations for both academia and industry that are based on this analysis.",Scopus,1,2,TRUE,NA,FALSE,TRUE,2019,conference article,NA,ITiCSE-WGR '19: Working Group Reports on Innovation and Technology in Computer Science Education,NA,ITiCSE-WGR '19: Working Group Reports on Innovation and Technology in Computer Science Education,"United States of America, United States of America, United States of America, United States of America, Egypt, United States of America, United States of America, United Kingdom, Portugal, United Kingdom",review of current state of data science education,TRUE,mixed,broad,The goal of the paper is to provide broad recommendations about data science and engineering education,data science professionals,not applicable,due to content area,computer science education,"""A Working Group comprises a team of typically 5 to 10 researchers who work together on a project related to computing education."" https://sigcse.org/events/workinggroups/","This paper tries to better understand the data-science-education space and all its disciplines. It distinguishes disciplines based on two dimensions: (1) the spectrum of raw data to information through the data lifecycle; and (2) the context in which the competencies are executed, ranging from hardware through various levels of software and eventually to the human enterprise. To better understand the data-science-education space, it also looks at a variety of academic and industry-related information such as popular tags on online data-science communities, popular courses in data science programs and most requested technologies in data science job advertisements.",NA,"accreditation, data engineering education, data science education, global standards, iticse 2019 working group, multidisciplinary education"
Rao_2018_milo,milo: a visual programming environment for data science education,10.1109/VLHCC.2018.8506504,https://doi.org/10.1109/VLHCC.2018.8506504,A. Rao; A. Bihani; M. Nair,"Most courses on Data Science offered at universities or online require students to have familiarity with at least one programming language. In this paper, we present, ‚ÄúMilo‚Äù, a web-based visual programming environment for Data Science Education, designed as a pedagogical tool that can be used by students without prior-programming experience. To that end, Milo uses graphical blocks as abstractions of language specific implementations of Data Science and Machine Learning(ML) concepts along with creation of interactive visualizations. Using block definitions created by a user, Milo generates equivalent source code in JavaScript to run entirely in the browser. Based on a preliminary user study with a focus group of undergraduate computer science students, Milo succeeds as an effective tool for novice learners in the field of Data Science.",IEEE,4,2,TRUE,NA,FALSE,TRUE,2018,conference article,NA,2018 IEEE Symposium on Visual Languages and Human-Centric Computing,NA,2018 IEEE Symposium on Visual Languages and Human-Centric Computing,"India, India, India",education technology,FALSE,mixed,broad,"Sec 1: ""we target faculty and educators, who design introductory courses for non-programmers in the fields of Data Science, Machine Learning and Linear Algebra.""",computer science students,computer science,"Quote from Sec. 5(A): ""Participants were selected using a convenience sampling approach from a class of students who were taking their first introductory course in Machine Learning""",computer science,"""The IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC) is the premier international forum for research on this topic. Established in 1984, the mission of the conference is to support the design, theory, application, and evaluation of computing technologies and languages for programming, modeling, and communicating, which are easier to learn, use, and understand by people."" https://vlhcc18.github.io/","The authors present a novel visual language targeting new learners in the field of Data Science and Machine Learning, called Milo. This tool targets 'students from high-school to undergraduate students in non-computer science fields'. They do a preliminary evaluation of this tool based on a focus group of 20 undergraduate computer science students. They acknowledge that a real test for the tool will only be when they conduct a user study with non-computer science students.",NA,"data science, machine learning, programming environments, programming profession, tools, visualization"
Rao_2019_data_science,data science education through education data: an end-to-end perspective,10.1109/ISECon.2019.8881970,https://doi.org/10.1109/ISECon.2019.8881970,A. R. Rao; Y. Desai; K. Mishra,"The increasing importance of data science has created a pressing need for more trained professionals. Hence, it is necessary to design efficient education techniques to rapidly train the next generation of students. We describe a holistic approach that integrates multiple objectives within a single semester course taught at the first year level. The objectives include basic data processing techniques, statistical analysis, teamwork, and project management. We conducted a project that combined different public datasets related to the cost and quality of education in the US. Students demonstrated a high degree of involvement in this exercise as they were curious to explore data that related to their own college selection process. It is well known that it is difficult to perform a cost-quality analysis in the field of college education. We used college ranking data created by the Wall Street Journal, and combined it with data from the Integrated Postsecondary Education Data System database (https://nces.ed.gov/ipeds/) that provided college costs and graduation data. Students worked in teams to download sections of the data from multiple sources, performed cleaning and verification, and merged the data for analysis. This taught them the values of teamwork, goal-setting, and process measurement for timely project completion. We determined that the Pearson correlation between the rank of a college and in-state tuition was -0.65 (p<; 0.005) for private colleges, and -0.34 (p<; 0.005) for public colleges. This indicates that higher ranked colleges tend to charge higher tuition. The Pearson correlation between the rank of all colleges and their graduation rates is -0.75 (p<; 0.005), and between rank and retention rates is -0.71 (p<; 0.005). Private college tuition is typically $40,000 annually, whereas public colleges cost $20,000. These figures suggest that public colleges provide good value. This has policy implications for government funding of education.",IEEE,3,1,TRUE,NA,FALSE,FALSE,2019,conference article,NA,2019 IEEE Integrated STEM Education Conference (ISEC),NA,2019 IEEE Integrated STEM Education Conference (ISEC),"United States of America, United States of America, United States of America",course example,FALSE,no data,computer science; engineering,"""This course... is broadly aimed at teaching students in computer science and engineering about different career paths in these fields""",not applicable,engineering,"""We describe a unique approach we adopted at Fairleigh Dickinson University (FDU) that utilizes an end-to-end course experience for first-year students in computer science and engineering. Since there is no specific course designated as ìData Scienceî in the first year, we integrated a data science project within the duration of a one-semester course, ENGR3000, ìModern Technologies: Principles, Applications and Impactsî in the Spring 2018 semester.""",STEM education,"""ISEC is known for featuring cutting-edge research and experiences with integrated approaches to the study of science, math, and technology through experiences and activities based in engineering and other design disciplines."" https://events.vtools.ieee.org/m/191493","Example of a data science course centered around class projects and teamwork with real data from U.S. colleges, cardiac surgery, and Fairleigh Dickinson University alumni.",NA,"computer science, conferences, data science, education, engineering profession, market research, project management"
Robeva_2020_changing,changing the nature of quantitative biology education: data science as a driver,10.1007/s11538-020-00785-0,https://doi.org/10.1007/s11538-020-00785-0,"Robeva RS, Jungck JR, Gross LJ.","We live in a data-rich world with rapidly growing databases with zettabytes of data. Innovation, computation, and technological advances have now tremendously accelerated the pace of discovery, providing driverless cars, robotic devices, expert healthcare systems, precision medicine, and automated discovery to mention a few. Even though the definition of the term data science continues to evolve, the sweeping impact it has already produced on society is undeniable. We are at a point when new discoveries through data science have enormous potential to advance progress but also to be used maliciously, with harmful ethical and social consequences. Perhaps nowhere is this more clearly exemplified than in the biological and medical sciences. The confluence of (1) machine learning, (2) mathematical modeling, (3) computation/simulation, and (4) big data have moved us from the sequencing of genomes to gene editing and individualized medicine; yet, unsettled policies regarding data privacy and ethical norms could potentially open doors for serious negative repercussions. The data science revolution has amplified the urgent need for a paradigm shift in undergraduate biology education. It has reaffirmed that data science education interacts and enhances mathematical education in advancing quantitative conceptual and skill development for the new generation of biologists. These connections encourage us to strive to cultivate a broadly skilled workforce of technologically savvy problem-solvers, skilled at handling the unique challenges pertaining to biological data, and capable of collaborating across various disciplines in the sciences, the humanities, and the social sciences. To accomplish this, we suggest development of open curricula that extend beyond the job certification rhetoric and combine data acumen with modeling, experimental, and computational methods through engaging projects, while also providing awareness and deep exploration of their societal implications. This process would benefit from embracing the pedagogy of experiential learning and involve students in open-ended explorations derived from authentic inquiries and ongoing research. On this foundation, we encourage development of flexible data science initiatives for the education of life science undergraduates within and across existing models.",pubmed,3,4,TRUE,NA,FALSE,TRUE,2020,journal article,Bulletin of Mathematical Biology,NA,NA,Bulletin of Mathematical Biology,"United States of America, United States of America, United States of America",call to action,TRUE,no data,biology; medicine,abstract,not applicable,not applicable,not relevant content area,biology,"From home page: ""As the official journal of the Society for Mathematical Biology, this journal shares research at the biology-mathematics interface. It publishes original research, mathematical biology education, reviews, commentaries, and perspectives."" https://link.springer.com/journal/11538","Discusses the need for data science in undergraduate biology education, overviews the intersection between these topics and the emerging need, and suggest how these two topic areas might be integrated. They suggested a development of open curricula that extend beyond the
job certification rhetoric and combine data acumen with modeling, experimental, and
computational methods through engaging projects, while also providing awareness
and deep exploration of their societal implications.",NA,"big data, data science education, education reform, mathematical biology education"
Romney_2019_curriculum,curriculum for hands-on artificial intelligence cybersecurity,10.1109/ithet46829.2019.8937373,https://doi.org/10.1109/ithet46829.2019.8937373,"Romney G.W., Guymon J., Romney M.D., Carlson D.A.","Interest and awareness of Artificial Intelligence (AI) grows at such a rate that academia and higher education struggle keeping up with the accelerating demand of industry. It is forecast that 75% of enterprise applications will use AI, Machine Learning or Deep Learning technology by 2021, yet university programs commonly place the burden on students to obtain their data science educations through elective coursework spanning multiple disparate departments. Data science requires specific mathematics preparation especially for cybersecurity students whose programs have reduced the requirements for advance mathematics to a bare minimum. To facilitate curricula preparation, and hands-on usage of AI tools, a notebook (‚ÄúA Trellis For Novice AI Practitioners‚Äù) was prepared in the R programming language as a first step in introducing computer science and cybersecurity students to the concepts and capabilities of AI. A focus on an intrusion detection data set to mitigate nine common cyber vulnerabilities is used in this analysis. Trellis bridges the theoretical and practical chasm for students by building an ANN network intrusion predictive model from scratch. It serves as a template but also encourages heavy contextual modification, and may be relied upon in the beginning stages of a cybersecurity practitioner's data science activities on a wide variety of data sets in all areas of the discipline.",Scopus,4,5,TRUE,NA,FALSE,FALSE,2019,conference article,NA,2019 18th International Conference on Information Technology Based Higher Education and Training (ITHET),NA,2019 18th International Conference on Information Technology Based Higher Education and Training (ITHET),"United States of America, United States of America, United States of America, United States of America",class activity example,FALSE,no data,computer science,the article is written for those who teach in computer science and cybersecruity programs,not applicable,not applicable,never implemented in a department,information technology; education,"""Advances in the technologies of our time have permanently altered the educational landscape and continue to have a tremendous impact on changes in teaching. Multimedia is becoming more present and more involved in education. To share the latest technologies and technical advances, the ITHET conference series was established in 2002 by the UNSECO Chair on Mechatronics of Bogazici University, Istanbul."" https://spirit.h2.de/spirit/en/ithet-information-technology-based-higher-education-and-training-2/",They believe that AI should be taught in data science. They develop a notebook for applying data science/machine learning to cybersecurity vulnerability detection.,NA,"ai, deep-belief network, dl, ml, r"
Rossi_2021_data_science,data science education based on addie model and the edison framework,10.1109/bdee52938.2021.00013,https://doi.org/10.1109/bdee52938.2021.00013,R. Rossi,"Data Science is a recent area that integrates data engineering and computing intelligence to support decision making. It is also a recent professional field which requires experts with knowledge in Statistics, Computer Science, Artificial Intelligence and Machine Learning, and specific Business Models. Organizations that pursue data intelligence consider Data Science professionals immensely relevant. However, universities and higher education institutions are starting to offer undergraduate programs and courses for Data Science education. In this sense, EDISON Data Science Framework (EDSF) is presented as a relevant framework to further the education of Data Science Professionals. Thus, this article addresses the integration of EDSF with ADDIE Model, an instructional design model, capable of enabling the construction of an Instructional System (IS). Based on the Learning Outcomes (LO) of the EDSF Model Curriculum Data Science (MC-DS), the article proposes an integrated approach of these LOs along with the phases of ADDIE Model supporting the construction of a Data Science Instructional System (DSIS). This integrated approach assists the understanding of the development of a DSIS and its learning objects, with its technological needs, such as: hardware environment, programming environments (IDEs, scripts, etc.), database models (SQL and NoSQL), massive data storage and processing tools, visualization tools, among others.",IEEE,4,3,FALSE,practitioners,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubel_2021_critical_mathematics,"a critical mathematics perspective on reading data visualizations: reimagining through reformatting, reframing, and renarrating",10.1007/s10649-021-10087-4,https://doi.org/10.1007/s10649-021-10087-4,"Rubel LH, Nicol C, Chronaki A.","Data visualizations have proliferated throughout the COVID-19 pandemic to communicate information about the crisis and influence policy development and individual decision-making. In invoking exponential growth, mathematical modelling, statistical analysis, and the like, these data visualizations invite opportunities for mathematics teaching and learning. Yet data visualizations are social texts, authored from specific points of view, that narrate particular, and often consequential, stories. Their fundamental reliance on quantification and mathematics cements their social positioning as supposedly objective, reliable, and neutral. The reading of any data visualization demands unpacking the role of mathematics, including how data and variables have been formatted and how relationships are framed to narrate stories from particular points of view. We present an approach to a critical reading of data visualizations for the context of mathematics education that draws on three interrelated concepts: mathematical formatting (what gets quantified, measured, and how), framing (how variables are related and through what kind of data visualization), and narrating (which stories the data visualization tells, its potential impacts and limits). This approach to reading data visualisations includes a process of reimagining through reformatting, reframing and renarrating. We illustrate this approach and these three concepts using data visualizations published in the New York Times in 2020 about COVID-19. We offer a set of possible questions to guide a critical reading of data visualizations, beyond this set of examples.",pubmed,2,3,TRUE,NA,FALSE,TRUE,2021,journal article,Educational Studies in Mathematics,NA,NA,Educational Studies in Mathematics,"Israel, Canada, Greece",pedagogical approach,FALSE,no data,mathematics,"From Abstract: ""We present an approach to a critical reading of data visualizations for the context of mathematics education""",not applicable,not applicable,they do not discuss having implemented the pedagogical approach that they describe,mathematics education,"""Educational Studies in Mathematics is a peer-reviewed journal that focuses on pedagogical, methodological, and didactical aspects of teaching and learning mathematics."" https://link.springer.com/journal/10649","Authors argue that data visualization needs to be taught through the lenses of critical mathematics. They propose a framework for critical reading of data visualization that revolves on three dimensions: formatting (measiurements chosen to summarize data), framing (decide what to include/exclude from visual and how to present it) and narrating (the story that the visual is telling)",NA,"covid-19, critical mathematics education, critical pedagogy, data science education , data visualizations, graph reading"
Ruckcharti_2017_hadoop,hadoop as a service for academic purposes,10.1145/3167020.3167032,https://doi.org/10.1145/3167020.3167032,"Ruckcharti U., Atiratana N., Krathu W., Arpnikanondt C.","The growth of data science education at both graduate and undergraduate levels has increase dramatically. Need for computing platforms that are well-equip with the appropriate tools for students and instructors, and that are readily accessible and flexibly configurable has subsequently become more conspicuous. Using lots of sandboxes that would consume tremendous resources is not an effective solution. This paper propose a solution that design and implement Hadoop as a private online service that could effectively meet the design characteristics of an academic data science computing platform. The propose design emphasise a quick deployment solution based on available resources and technologies. The case study that follow demonstrate and cultivate our approach as a proof of concept for any academic institutions to implement their own services. This paper contains many aspects of service implementation from managing resources to choosing the right Hadoop platform components and solution to accounting for user authentication and authorisation as well as security and network design.",Scopus,4,1,TRUE,NA,FALSE,FALSE,2017,conference article,NA,MEDES '17: Proceedings of the 9th International Conference on Management of Digital EcoSystems,NA,MEDES '17: Proceedings of the 9th International Conference on Management of Digital EcoSystems,"Thailand, Thailand, Thailand, Thailand",education technology,FALSE,no data,computer science,They are focused on talking about this software from a developer point of view,not applicable,not specified,We only know it was implemented in a Big Data Analytics course within the School of Information Technology,information technology,"""Due to the multi-disciplinary nature of digital ecosystems, they are highly complex to study and design. This also leads to a poor understanding as to how managing resources will empower digital ecosystems to be innovative, intelligent and value-creating. The application of Information Technologies has the potential to enable the understanding of how entities request resources and ultimately interact to create benefits and added-values, impacting business practices and knowledge. These technologies can be improved through novel techniques, models and methodologies for fields such as big data management, web technologies, networking, security, human-computer interactions, artificial intelligence, e-services and self-organizing systems to support the establishment of digital ecosystems and manage their resources."" https://medes.sigappfr.org/17/",Outlines Hadoop as a Serivce (HaaS) which it proposes as a way to gives students hands-on experience of the Hadoop data platform without requiring intense resource management by instructors.,NA,"big data, data science, hadoop, service"
Ryan_2016_from_selfservice,chapter 3 - from self-service to self-sufficiency,10.1016/b978-0-12-803844-4.00003-0,https://doi.org/10.1016/b978-0-12-803844-4.00003-0,Ryan L,"This chapter explores the expansion of self-service to self-sufficiency, the changing role of information technology (IT) to enablement technology (ET), and emerging data science education in academia.",science direct,2,1,FALSE,practitioners,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan_2016_the_data,chapter 5 - the data science education and leadership landscape,10.1016/b978-0-12-803844-4.00005-4,https://doi.org/10.1016/b978-0-12-803844-4.00005-4,Ryan L,"This primarily people-oriented chapter takes a next step forward from the previous chapter on big data ethics to discuss the current data science education landscape, and how we are preparing next-generation knowledge workers to be the new leaders of IT.",science direct,3,2,TRUE,NA,FALSE,FALSE,2016,book chapter,NA,NA,The Visual Imperative,The Visual Imperative,United States of America,review of current state of data science education,FALSE,no data,broad,They compile several studies to talk about data science education,not applicable,not applicable,Because of the content area,broad,"Not specific to any domain, just data science broadly","Discusses new data science programs (in academia and industry), how they relate to the characteristics of the new generations and what qualities leaders should have in the current world.","""Today's leaders must be hungry. They must be eager, growth-oriented, and willing to go the extra mile to make a difference. Leaders are not spoon-fed opportunities. "" McKinsey Global Institute (2014) study estimates that there will be 140,000ñ180,000 unfilled data scientist positions in the market in 2018.","academia, data science, data scientist university, education, gender, jobs, millennial"
Saltz_2017_exploring_how,exploring how different project management methodologies impact data science students,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058023852&partnerID=40&md5=95248678a298270f33b1e15a21cfe095,"Saltz J., Heckman R., Shamshurin I.","This paper reports on a controlled experiment comparing different approaches on how to guide students through a semester long data science project. Four different methodologies, ranging from a traditional ‚Äújust assign some intermediate milestones‚Äù to other more agile methodologies, are compared. The results of the experiment shows that the project methodology used in the classroom made a significant difference in student outcomes. Surprisingly, an Agile Kanban approach was found to be much more effective than an Agile Scrum methodology, which was not one of the leading ap-proaches.",Scopus,4,5,FALSE,graduate,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schmitt_2021_evaluation_edisons,evaluation edison's data science competency framework through a comparative literature analysis,10.3934/fods.2021031,https://doi.org/10.3934/fods.2021031,"Schmitt, KRB; Clark, L; Kinnaird, KM; Wertz, REH; Sandstede, B","During the emergence of Data Science as a distinct discipline, discussions of what exactly constitutes Data Science have been a source of contention, with no clear resolution. These disagreements have been exacerbated by the lack of a clear single disciplinary 'parent.' Many early efforts at defining curricula and courses exist, with the EDISON Project's Data Science Frame-work (EDISON-DSF) from the European Union being the most complete. The EDISON-DSF includes both a Data Science Body of Knowledge (DS-BoK) and Competency Framework (CF-DS). This paper takes a critical look at how EDISON's CF-DS compares to recent work and other published curricular or course materials. We identify areas of strong agreement and disagreement with the framework. Results from the literature analysis provide strong insights into what topics the broader community see as belonging in (or not in) Data Science, both at curricular and course levels. This analysis can provide important guidance for groups working to formalize the discipline and any college or university looking to build their own undergraduate Data Science degree or programs.",web of science,4,2,TRUE,NA,FALSE,TRUE,2021,journal article,Foundations of Data Science,NA,NA,Foundations of Data Science,"United States of America, United States of America, United States of America, United States of America, United States of America",review of current state of data science education,TRUE,mixed,broad,"From Abstract: ""This analysis can provide important guidance for groups working to formalize the discipline and any college or university looking to build their own undergraduate Data Science degree or programs.""",documents providing data science curricular level competencies and introductory course topics,not applicable,due to content area,broad,"""Foundations of Data Science (FoDS) invites submissions focusing on advances in mathematical, statistical, and computational methods for data science."" https://www.aimsciences.org/FoDS/aimandscope.","This work compares the Data Science Framework produced by the EDISON project with curricular guidelines at both the discipline level and that of a first course in Data Science. They find that the framework largely captures the current scope of the discipline of Data Science, but that significant discrepancies exists in the domain areas, specifically business applications. They identify topics that the broader community sees as belonging in (or not in) Data Science, both at curricular and course levels.",NA,"curricular recommendations, data science, data science body of knowledge, data science education, edison."
